,0
0,-1.8511567625101961
1,0.9354757409193392
2,-1.913109304672578
3,-1.380665780333661
4,-2.35385792203747
5,2.4172775687999644
6,-0.2570587588026093
7,3.1558865879763784
8,-1.8894116762107593
9,-1.2445975472992226
10,0.4573997855173445
11,1.3900309200493923
12,-3.3015712913711592
13,-0.8886782710079313
14,0.390967218641444
15,-1.4688226872222439
16,0.3074232369730603
17,-1.314373290921951
18,-0.25687519144335147
19,-2.005812598029502
20,-2.4015722192593296
21,-1.219710994904661
22,0.014453480624727608
23,-0.996400651924525
24,-0.5483002937130533
25,-0.7537269364092434
26,0.5520749036197263
27,3.1676721803900443
28,4.506036018714749
29,-2.9207944096734586
30,-0.9343920418311902
31,-3.1614100004459686
32,0.018573243220869194
33,0.7233273810136204
34,-1.0077234837126812
35,-3.4645426644642936
36,-0.05861697076042391
37,-1.1008287382890387
38,-1.1722538995920686
39,1.8566874707960528
40,-1.23404298996066
41,0.8697417678202574
42,0.80397313814891
43,0.11909427771188881
44,0.2153489596327844
45,-1.3980117542679493
46,0.5045809473210703
47,0.936465320241421
48,2.8708010092643317
49,-1.8576617195777931
50,0.028097398839696218
51,1.2018247130390953
52,0.8589933640646678
53,-0.6159155529035392
54,-0.9010791182265575
55,2.892241394774759
56,-0.7748792725090861
57,1.7758910789027977
58,-3.077990057212895
59,0.3385418067711198
60,-0.4793382673710347
61,-0.6470266728512986
62,-0.49106434951245526
63,1.3344829048235556
64,-1.189467306293715
65,1.480162089247638
66,2.627670259451135
67,0.7520521009836141
68,-0.011787372947379844
69,0.20569555431946163
70,0.28805195191270655
71,-2.6538142937428466
72,-0.25624549139837616
73,-1.7736227303598406
74,1.1000859458707335
75,-1.147513453323817
76,-0.3973575383110726
77,-0.6444448906460541
78,1.2245861729953937
79,1.5824993616143652
80,1.2944504646956627
81,-0.16466668478180602
82,-1.3475642106935144
83,-1.7560278360941783
84,-1.5632560000531517
85,-3.0004392305408993
86,1.5710714111165143
87,-1.206496862602873
88,0.8536447502993965
89,0.3853754222956461
90,0.5389444328228388
91,-0.11149423107509192
92,0.8393214729619524
93,0.5027414952927448
94,-1.012919868011219
95,0.05886405880532393
96,2.5578700262300127
97,3.2735509549455717
98,0.49096203650097503
99,-1.5037071141268044
100,2.4195172920342674
101,-1.94670836354222
102,-2.4703572596180416
103,1.1052308142314557
104,0.41458261038910255
105,0.7624661065933287
106,0.8622756379149471
107,0.4879590511709479
108,-0.8239104649261918
109,-1.1753686585688734
110,1.300264423511964
111,2.4980380373857565
112,4.427673170154064
113,-1.096654095838902
114,0.8246990204916953
115,0.43709515835757207
116,1.315196936609687
117,0.6738665193509875
118,0.6477811709859336
119,-0.0912836487465574
120,-1.3057808486557974
121,-0.7638724775901303
122,0.7300455304158601
123,-0.6470578494879452
124,1.8067600604260725
125,-1.9264171924393483
126,0.6177274917597851
127,-2.827378783103312
128,2.856895266166213
129,-0.050761496009665036
130,-1.2033030074310058
131,0.24022331786910192
132,0.13454985005680162
133,-0.35062623457947895
134,1.8791894263053355
135,-0.7710784518828303
136,0.4040375700750242
137,-0.27225940263358867
138,1.8384944413308433
139,-1.1560139194869745
140,-0.8501483176574987
141,1.6445956029022082
142,-1.2145410730435786
143,0.3083686542605596
144,-2.963711701948493
145,-0.28825792967662545
146,-3.0915147753552517
147,1.31083133106267
148,0.42834935681269537
149,-1.7544530617316703
150,0.6996331192143682
151,1.243031314759996
152,0.2506156470573265
153,1.4505386192396614
154,0.28344383553891767
155,1.678398124171636
156,0.8081798862499924
157,-0.21830808391473
158,-0.9718455234377701
159,-2.0177026061046415
160,-0.6480654661721206
161,-0.640379978485077
162,-0.4325876322345381
163,-1.747331981743314
164,-1.2538576142315843
165,1.3321403339093103
